Cultivar,Quantidade (Kg),ano,subopcao,Categoria
Gros Manseng,0.0,1982,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),0.0,1982,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,1982,Viníferas,BRANCAS E ROSADAS
Malvasia,2522725.0,1982,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,0.0,1982,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,0.0,1982,Viníferas,BRANCAS E ROSADAS
Malvasia Chianti,0.0,1982,Viníferas,BRANCAS E ROSADAS
Malvasia Verde,0.0,1982,Viníferas,BRANCAS E ROSADAS
Malvasia di Candia,0.0,1982,Viníferas,BRANCAS E ROSADAS
Malvasia Istriana,0.0,1982,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas branco,0.0,1982,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas rosado,0.0,1982,Viníferas,BRANCAS E ROSADAS
Moscato Branco,13984946.0,1982,Viníferas,BRANCAS E ROSADAS
Moscato Canelli,0.0,1982,Viníferas,BRANCAS E ROSADAS
Moscato Giallo,0.0,1982,Viníferas,BRANCAS E ROSADAS
Moscato Nazareno,0.0,1982,Viníferas,BRANCAS E ROSADAS
Moscato Bianco R2,0.0,1982,Viníferas,BRANCAS E ROSADAS
Moscato de Alexandria,0.0,1982,Viníferas,BRANCAS E ROSADAS
Moscato Rosado,0.0,1982,Viníferas,BRANCAS E ROSADAS
Muscat Ã Petits Grains,0.0,1982,Viníferas,BRANCAS E ROSADAS
Muller Thurgau,0.0,1982,Viníferas,BRANCAS E ROSADAS
Muscadelle,0.0,1982,Viníferas,BRANCAS E ROSADAS
Ora,0.0,1982,Viníferas,BRANCAS E ROSADAS
Palomino,5687.0,1982,Viníferas,BRANCAS E ROSADAS
Petit Manseng,0.0,1982,Viníferas,BRANCAS E ROSADAS
Peverella,2423524.0,1982,Viníferas,BRANCAS E ROSADAS
Pinot Blanc,1825.0,1982,Viníferas,BRANCAS E ROSADAS
Pinot Gris,0.0,1982,Viníferas,BRANCAS E ROSADAS
Prosecco,7771.0,1982,Viníferas,BRANCAS E ROSADAS
Red Veltliner,4240.0,1982,Viníferas,BRANCAS E ROSADAS
Riesling Italico,3752318.0,1982,Viníferas,BRANCAS E ROSADAS
Riesling Renano,0.0,1982,Viníferas,BRANCAS E ROSADAS
Sauvignon Blanc(2),122285.0,1982,Viníferas,BRANCAS E ROSADAS
Sauvignon Gris,0.0,1982,Viníferas,BRANCAS E ROSADAS
Seara Nova,5300.0,1982,Viníferas,BRANCAS E ROSADAS
Semillon,2699929.0,1982,Viníferas,BRANCAS E ROSADAS
Schonburger,0.0,1982,Viníferas,BRANCAS E ROSADAS
Sylvaner,14451.0,1982,Viníferas,BRANCAS E ROSADAS
Tocai Friulano,0.0,1982,Viníferas,BRANCAS E ROSADAS
Trebbiano,20630475.0,1982,Viníferas,BRANCAS E ROSADAS
Trebbiano Toscano,0.0,1982,Viníferas,BRANCAS E ROSADAS
Verdea,305.0,1982,Viníferas,BRANCAS E ROSADAS
Verdelho,0.0,1982,Viníferas,BRANCAS E ROSADAS
Verdiso,24470.0,1982,Viníferas,BRANCAS E ROSADAS
Vermentino,717.0,1982,Viníferas,BRANCAS E ROSADAS
Vernaccia,428996.0,1982,Viníferas,BRANCAS E ROSADAS
Viogner,0.0,1982,Viníferas,BRANCAS E ROSADAS
Viognier,0.0,1982,Viníferas,BRANCAS E ROSADAS
Outras(3),0.0,1982,Viníferas,BRANCAS E ROSADAS
Bacarina,0.0,1982,Americanas e híbridas,TINTAS
Bailey,0.0,1982,Americanas e híbridas,TINTAS
Bordo,26385123.0,1982,Americanas e híbridas,TINTAS
Bourdin (S),0.0,1982,Americanas e híbridas,TINTAS
BRS Carmen,0.0,1982,Americanas e híbridas,TINTAS
BRS Cora,0.0,1982,Americanas e híbridas,TINTAS
BRS Magna,0.0,1982,Americanas e híbridas,TINTAS
BRS Margot,0.0,1982,Americanas e híbridas,TINTAS
BRS Morena,0.0,1982,Americanas e híbridas,TINTAS
BRS Núbia,0.0,1982,Americanas e híbridas,TINTAS
BRS Rúbea,0.0,1982,Americanas e híbridas,TINTAS
BRS Violeta,0.0,1982,Americanas e híbridas,TINTAS
BRS Vitória,0.0,1982,Americanas e híbridas,TINTAS
Champagnon (Champanheta),0.0,1982,Americanas e híbridas,TINTAS
Coleções,0.0,1982,Americanas e híbridas,TINTAS
Concord,11470646.0,1982,Americanas e híbridas,TINTAS
Concord clone 30,0.0,1982,Americanas e híbridas,TINTAS
Couderc,6234132.0,1982,Americanas e híbridas,TINTAS
Cynthiana(1),400575.0,1982,Americanas e híbridas,TINTAS
Herbemont,48220049.0,1982,Americanas e híbridas,TINTAS
Isabel,237185186.0,1982,Americanas e híbridas,IAC 138022
Isabel Precoce,0.0,1982,Americanas e híbridas,IAC 138022
Jacquez,796363.0,1982,Americanas e híbridas,IAC 138022
Kyoko,0.0,1982,Americanas e híbridas,IAC 138022
Landot,30617.0,1982,Americanas e híbridas,IAC 138022
Mistura de uvas americanas tinto,0.0,1982,Americanas e híbridas,IAC 138022
Oberlin,5723.0,1982,Americanas e híbridas,IAC 138022
Othello,37730.0,1982,Americanas e híbridas,IAC 138022
Paco,0.0,1982,Americanas e híbridas,IAC 138022
Patricia,0.0,1982,Americanas e híbridas,IAC 138022
Seibel,10317316.0,1982,Americanas e híbridas,IAC 138022
Seibel 2 (seibeleto),0.0,1982,Americanas e híbridas,IAC 138022
Seyve Willard (Tinta),0.0,1982,Americanas e híbridas,IAC 138022
Vênus,0.0,1982,Americanas e híbridas,IAC 138022
Baco,319.0,1982,Americanas e híbridas,BRANCAS E ROSADAS
Bokay,0.0,1982,Americanas e híbridas,BRANCAS E ROSADAS
BRS Bibiana,0.0,1982,Americanas e híbridas,BRANCAS E ROSADAS
BRS Clara,0.0,1982,Americanas e híbridas,BRANCAS E ROSADAS
BRS Lorena,0.0,1982,Americanas e híbridas,BRANCAS E ROSADAS
Couderc 13,0.0,1982,Americanas e híbridas,BRANCAS E ROSADAS
Delaware,23875.0,1982,Americanas e híbridas,BRANCAS E ROSADAS
Dona Zillá,0.0,1982,Americanas e híbridas,BRANCAS E ROSADAS
Dut Chess,0.0,1982,Americanas e híbridas,BRANCAS E ROSADAS
Goethe,68360.0,1982,Americanas e híbridas,BRANCAS E ROSADAS
Juliana,0.0,1982,Americanas e híbridas,IAC
Martha,3567.0,1982,Americanas e híbridas,IAC
Mistura de uvas americanas,0.0,1982,Americanas e híbridas,IAC
Moscato Embrapa,0.0,1982,Americanas e híbridas,IAC
Niagara,9863766.0,1982,Americanas e híbridas,IAC
Niagara Branca,0.0,1982,Americanas e híbridas,IAC
Niagara Rosada,0.0,1982,Americanas e híbridas,IAC
Poloske,0.0,1982,Americanas e híbridas,IAC
Seleções,0.0,1982,Americanas e híbridas,IAC
Seyve Villard,3756931.0,1982,Americanas e híbridas,IAC
Seyve Villard 5276,0.0,1982,Americanas e híbridas,IAC
Seyve Villard 12375,0.0,1982,Americanas e híbridas,IAC
Tardia de Caxias,0.0,1982,Americanas e híbridas,IAC
Outras(2),0.0,1982,Americanas e híbridas,IAC
Alphonse Lavallee,7662.0,1982,Uvas de mesa,TINTAS
Moscato de Hamburgo,20248.0,1982,Uvas de mesa,TINTAS
Cardinal,0.0,1982,Uvas de mesa,BRANCAS
Golden Queen,0.0,1982,Uvas de mesa,BRANCAS
Patrícia,0.0,1982,Uvas de mesa,BRANCAS
Perlona,13971.0,1982,Uvas de mesa,BRANCAS
Italia,39189.0,1982,Uvas de mesa,BRANCAS
"Rubi (Itália, Itália Ro)",0.0,1982,Uvas de mesa,BRANCAS
nan,1719913.0,1982,Sem classificação,BRANCAS
nan,1719913.0,1982,Sem classificação,BRANCAS
Alicante Bouschet,0.0,1983,Viníferas,TINTAS
Ancelota,0.0,1983,Viníferas,TINTAS
Aramon,0.0,1983,Viníferas,TINTAS
Alfrocheiro,0.0,1983,Viníferas,TINTAS
Arinarnoa,0.0,1983,Viníferas,TINTAS
Aspirant Bouschet,0.0,1983,Viníferas,TINTAS
Barbera,7521496.0,1983,Viníferas,TINTAS
Bonarda,1502343.0,1983,Viníferas,TINTAS
Cabernet Franc,7437092.0,1983,Viníferas,TINTAS
Cabernet Sauvignon,7700.0,1983,Viníferas,TINTAS
Caladoc,0.0,1983,Viníferas,TINTAS
Campanario,0.0,1983,Viníferas,TINTAS
Canaiolo,403013.0,1983,Viníferas,TINTAS
Carignan,463.0,1983,Viníferas,TINTAS
Carmenere,19499.0,1983,Viníferas,TINTAS
Castelão,0.0,1983,Viníferas,TINTAS
Corvina,0.0,1983,Viníferas,TINTAS
Croatina,0.0,1983,Viníferas,TINTAS
Cinsaut,11047.0,1983,Viníferas,TINTAS
Dom Felder,0.0,1983,Viníferas,TINTAS
Dolcetto,0.0,1983,Viníferas,TINTAS
Durif,3052.0,1983,Viníferas,TINTAS
Egiodola,0.0,1983,Viníferas,TINTAS
Ekigaina,0.0,1983,Viníferas,TINTAS
Festival (Sugraone),0.0,1983,Viníferas,TINTAS
Franconia,0.0,1983,Viníferas,TINTAS
Freisa,213.0,1983,Viníferas,TINTAS
Gamay St Romain,430780.0,1983,Viníferas,TINTAS
Gamay Beaujolais,0.0,1983,Viníferas,TINTAS
Grand Noir,0.0,1983,Viníferas,TINTAS
Grenache,12094.0,1983,Viníferas,TINTAS
Jaen,0.0,1983,Viníferas,TINTAS
Lagrein,0.0,1983,Viníferas,TINTAS
Lambrusco,13145.0,1983,Viníferas,TINTAS
Malbec,18205.0,1983,Viníferas,TINTAS
Marzemina,115906.0,1983,Viníferas,TINTAS
Merlot,3099201.0,1983,Viníferas,TINTAS
Marselan,0.0,1983,Viníferas,TINTAS
Mistura de uvas viníferas tinto,0.0,1983,Viníferas,TINTAS
Molinera,0.0,1983,Viníferas,TINTAS
Montepulciano,0.0,1983,Viníferas,TINTAS
Moscato Bailey,0.0,1983,Viníferas,TINTAS
Napa Gamay,0.0,1983,Viníferas,TINTAS
Nebbiolo,0.0,1983,Viníferas,TINTAS
Petit Verdot,0.0,1983,Viníferas,TINTAS
Petite Sirah,836158.0,1983,Viníferas,TINTAS
Pinotage,0.0,1983,Viníferas,TINTAS
Pinot Noir,14049.0,1983,Viníferas,TINTAS
Pinot Saint George,0.0,1983,Viníferas,TINTAS
Piriquita,0.0,1983,Viníferas,TINTAS
Primitivo,0.0,1983,Viníferas,TINTAS
Rebo,0.0,1983,Viníferas,TINTAS
Refosco,0.0,1983,Viníferas,TINTAS
Rondinella,0.0,1983,Viníferas,TINTAS
Ruby Cabernet,0.0,1983,Viníferas,TINTAS
Sangiovese,173104.0,1983,Viníferas,TINTAS
Saperavi,0.0,1983,Viníferas,TINTAS
Sira (falsa),484585.0,1983,Viníferas,TINTAS
Tannat,65320.0,1983,Viníferas,TINTAS
Tempranillo,0.0,1983,Viníferas,TINTAS
Teroldego,0.0,1983,Viníferas,TINTAS
Torrontes,0.0,1983,Viníferas,TINTAS
Tinta Barroca,0.0,1983,Viníferas,TINTAS
Tinta Roriz,0.0,1983,Viníferas,TINTAS
Touriga Francesa,0.0,1983,Viníferas,TINTAS
Touriga Nacional,0.0,1983,Viníferas,TINTAS
Tinta Madeira,0.0,1983,Viníferas,TINTAS
Tintoria,0.0,1983,Viníferas,TINTAS
Trincdeira,0.0,1983,Viníferas,TINTAS
Trousseau,0.0,1983,Viníferas,TINTAS
Zinfandel,0.0,1983,Viníferas,TINTAS
Outras1,0.0,1983,Viníferas,TINTAS
Aliatico,0.0,1983,Viníferas,BRANCAS E ROSADAS
Aligote,756.0,1983,Viníferas,BRANCAS E ROSADAS
Altesse,12938.0,1983,Viníferas,BRANCAS E ROSADAS
Alvarinho,0.0,1983,Viníferas,BRANCAS E ROSADAS
Arriloba,0.0,1983,Viníferas,BRANCAS E ROSADAS
Auxerrois,0.0,1983,Viníferas,BRANCAS E ROSADAS
Burger,0.0,1983,Viníferas,BRANCAS E ROSADAS
Chardonnay,12370.0,1983,Viníferas,BRANCAS E ROSADAS
Chasselas,34988.0,1983,Viníferas,BRANCAS E ROSADAS
Chenin Blanc,14681.0,1983,Viníferas,BRANCAS E ROSADAS
Clairette(1),5834.0,1983,Viníferas,BRANCAS E ROSADAS
Colombard,0.0,1983,Viníferas,BRANCAS E ROSADAS
Flora,28568.0,1983,Viníferas,BRANCAS E ROSADAS
Garganega,0.0,1983,Viníferas,BRANCAS E ROSADAS
Gewurztraminer,2438.0,1983,Viníferas,BRANCAS E ROSADAS
Gouveio,0.0,1983,Viníferas,BRANCAS E ROSADAS
Gros Manseng,0.0,1983,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),0.0,1983,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,1983,Viníferas,BRANCAS E ROSADAS
Malvasia,1526008.0,1983,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,0.0,1983,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,0.0,1983,Viníferas,BRANCAS E ROSADAS
Malvasia Chianti,0.0,1983,Viníferas,BRANCAS E ROSADAS
Malvasia Verde,0.0,1983,Viníferas,BRANCAS E ROSADAS
Malvasia di Candia,0.0,1983,Viníferas,BRANCAS E ROSADAS
Malvasia Istriana,0.0,1983,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas branco,0.0,1983,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas rosado,0.0,1983,Viníferas,BRANCAS E ROSADAS
Moscato Branco,9067746.0,1983,Viníferas,BRANCAS E ROSADAS
Moscato Canelli,0.0,1983,Viníferas,BRANCAS E ROSADAS
Moscato Giallo,0.0,1983,Viníferas,BRANCAS E ROSADAS
Moscato Nazareno,0.0,1983,Viníferas,BRANCAS E ROSADAS
Moscato Bianco R2,0.0,1983,Viníferas,BRANCAS E ROSADAS
Moscato de Alexandria,0.0,1983,Viníferas,BRANCAS E ROSADAS
Moscato Rosado,0.0,1983,Viníferas,BRANCAS E ROSADAS
Muscat Ã Petits Grains,0.0,1983,Viníferas,BRANCAS E ROSADAS
Muller Thurgau,0.0,1983,Viníferas,BRANCAS E ROSADAS
Muscadelle,0.0,1983,Viníferas,BRANCAS E ROSADAS
Ora,0.0,1983,Viníferas,BRANCAS E ROSADAS
Palomino,7328.0,1983,Viníferas,BRANCAS E ROSADAS
Petit Manseng,0.0,1983,Viníferas,BRANCAS E ROSADAS
Peverella,1375905.0,1983,Viníferas,BRANCAS E ROSADAS
Pinot Blanc,9076.0,1983,Viníferas,BRANCAS E ROSADAS
Pinot Gris,0.0,1983,Viníferas,BRANCAS E ROSADAS
Prosecco,8211.0,1983,Viníferas,BRANCAS E ROSADAS
Red Veltliner,1499.0,1983,Viníferas,BRANCAS E ROSADAS
Riesling Italico,3402460.0,1983,Viníferas,BRANCAS E ROSADAS
Riesling Renano,0.0,1983,Viníferas,BRANCAS E ROSADAS
Sauvignon Blanc(2),109219.0,1983,Viníferas,BRANCAS E ROSADAS
Sauvignon Gris,0.0,1983,Viníferas,BRANCAS E ROSADAS
Seara Nova,165.0,1983,Viníferas,BRANCAS E ROSADAS
Semillon,2868842.0,1983,Viníferas,BRANCAS E ROSADAS
Schonburger,0.0,1983,Viníferas,BRANCAS E ROSADAS
Sylvaner,34377.0,1983,Viníferas,BRANCAS E ROSADAS
Tocai Friulano,0.0,1983,Viníferas,BRANCAS E ROSADAS
Trebbiano,13105231.0,1983,Viníferas,BRANCAS E ROSADAS
Trebbiano Toscano,0.0,1983,Viníferas,BRANCAS E ROSADAS
Verdea,1315.0,1983,Viníferas,BRANCAS E ROSADAS
Verdelho,0.0,1983,Viníferas,BRANCAS E ROSADAS
Verdiso,9251.0,1983,Viníferas,BRANCAS E ROSADAS
Vermentino,17866.0,1983,Viníferas,BRANCAS E ROSADAS
Vernaccia,383615.0,1983,Viníferas,BRANCAS E ROSADAS
Viogner,0.0,1983,Viníferas,BRANCAS E ROSADAS
Viognier,0.0,1983,Viníferas,BRANCAS E ROSADAS
Outras(3),0.0,1983,Viníferas,BRANCAS E ROSADAS
Bacarina,46640.0,1983,Americanas e híbridas,TINTAS
Bailey,0.0,1983,Americanas e híbridas,TINTAS
Bordo,14872674.0,1983,Americanas e híbridas,TINTAS
Bourdin (S),0.0,1983,Americanas e híbridas,TINTAS
BRS Carmen,0.0,1983,Americanas e híbridas,TINTAS
BRS Cora,0.0,1983,Americanas e híbridas,TINTAS
BRS Magna,0.0,1983,Americanas e híbridas,TINTAS
BRS Margot,0.0,1983,Americanas e híbridas,TINTAS
BRS Morena,0.0,1983,Americanas e híbridas,TINTAS
BRS Núbia,0.0,1983,Americanas e híbridas,TINTAS
BRS Rúbea,0.0,1983,Americanas e híbridas,TINTAS
BRS Violeta,0.0,1983,Americanas e híbridas,TINTAS
BRS Vitória,0.0,1983,Americanas e híbridas,TINTAS
Champagnon (Champanheta),0.0,1983,Americanas e híbridas,TINTAS
Coleções,0.0,1983,Americanas e híbridas,TINTAS
Concord,6864134.0,1983,Americanas e híbridas,TINTAS
Concord clone 30,0.0,1983,Americanas e híbridas,TINTAS
Couderc,4643069.0,1983,Americanas e híbridas,TINTAS
Cynthiana(1),172523.0,1983,Americanas e híbridas,TINTAS
Herbemont,26085982.0,1983,Americanas e híbridas,TINTAS
Isabel,108170744.0,1983,Americanas e híbridas,IAC 138022
Isabel Precoce,0.0,1983,Americanas e híbridas,IAC 138022
Jacquez,427037.0,1983,Americanas e híbridas,IAC 138022
Kyoko,0.0,1983,Americanas e híbridas,IAC 138022
Landot,10195.0,1983,Americanas e híbridas,IAC 138022
Mistura de uvas americanas tinto,0.0,1983,Americanas e híbridas,IAC 138022
Oberlin,767.0,1983,Americanas e híbridas,IAC 138022
Othello,10513.0,1983,Americanas e híbridas,IAC 138022
Paco,0.0,1983,Americanas e híbridas,IAC 138022
Patricia,0.0,1983,Americanas e híbridas,IAC 138022
Seibel,8861295.0,1983,Americanas e híbridas,IAC 138022
Seibel 2 (seibeleto),0.0,1983,Americanas e híbridas,IAC 138022
Seyve Willard (Tinta),0.0,1983,Americanas e híbridas,IAC 138022
Vênus,0.0,1983,Americanas e híbridas,IAC 138022
Baco,0.0,1983,Americanas e híbridas,BRANCAS E ROSADAS
Bokay,0.0,1983,Americanas e híbridas,BRANCAS E ROSADAS
BRS Bibiana,0.0,1983,Americanas e híbridas,BRANCAS E ROSADAS
BRS Clara,0.0,1983,Americanas e híbridas,BRANCAS E ROSADAS
BRS Lorena,0.0,1983,Americanas e híbridas,BRANCAS E ROSADAS
Couderc 13,322338.0,1983,Americanas e híbridas,BRANCAS E ROSADAS
Delaware,0.0,1983,Americanas e híbridas,BRANCAS E ROSADAS
Dona Zillá,0.0,1983,Americanas e híbridas,BRANCAS E ROSADAS
Dut Chess,0.0,1983,Americanas e híbridas,BRANCAS E ROSADAS
Goethe,130894.0,1983,Americanas e híbridas,BRANCAS E ROSADAS
Juliana,0.0,1983,Americanas e híbridas,IAC
Martha,1920.0,1983,Americanas e híbridas,IAC
Mistura de uvas americanas,0.0,1983,Americanas e híbridas,IAC
Moscato Embrapa,0.0,1983,Americanas e híbridas,IAC
Niagara,4496756.0,1983,Americanas e híbridas,IAC
Niagara Branca,0.0,1983,Americanas e híbridas,IAC
Niagara Rosada,0.0,1983,Americanas e híbridas,IAC
Poloske,0.0,1983,Americanas e híbridas,IAC
Seleções,0.0,1983,Americanas e híbridas,IAC
Seyve Villard,4095059.0,1983,Americanas e híbridas,IAC
Seyve Villard 5276,0.0,1983,Americanas e híbridas,IAC
Seyve Villard 12375,0.0,1983,Americanas e híbridas,IAC
Tardia de Caxias,0.0,1983,Americanas e híbridas,IAC
Outras(2),0.0,1983,Americanas e híbridas,IAC
Alphonse Lavallee,2989.0,1983,Uvas de mesa,TINTAS
Moscato de Hamburgo,5165.0,1983,Uvas de mesa,TINTAS
Cardinal,0.0,1983,Uvas de mesa,BRANCAS
Golden Queen,0.0,1983,Uvas de mesa,BRANCAS
Patrícia,0.0,1983,Uvas de mesa,BRANCAS
Perlona,4948.0,1983,Uvas de mesa,BRANCAS
Italia,14126.0,1983,Uvas de mesa,BRANCAS
"Rubi (Itália, Itália Ro)",0.0,1983,Uvas de mesa,BRANCAS
nan,21742.0,1983,Sem classificação,BRANCAS
nan,21742.0,1983,Sem classificação,BRANCAS
Alicante Bouschet,3226.0,1984,Viníferas,TINTAS
Ancelota,0.0,1984,Viníferas,TINTAS
Aramon,0.0,1984,Viníferas,TINTAS
Alfrocheiro,0.0,1984,Viníferas,TINTAS
Arinarnoa,0.0,1984,Viníferas,TINTAS
Aspirant Bouschet,0.0,1984,Viníferas,TINTAS
Barbera,5947760.0,1984,Viníferas,TINTAS
Bonarda,1164038.0,1984,Viníferas,TINTAS
Cabernet Franc,7286708.0,1984,Viníferas,TINTAS
Cabernet Sauvignon,46979.0,1984,Viníferas,TINTAS
Caladoc,0.0,1984,Viníferas,TINTAS
Campanario,910.0,1984,Viníferas,TINTAS
Canaiolo,345227.0,1984,Viníferas,TINTAS
Carignan,546.0,1984,Viníferas,TINTAS
Carmenere,123660.0,1984,Viníferas,TINTAS
Castelão,0.0,1984,Viníferas,TINTAS
Corvina,0.0,1984,Viníferas,TINTAS
Croatina,0.0,1984,Viníferas,TINTAS
Cinsaut,13522.0,1984,Viníferas,TINTAS
Dom Felder,0.0,1984,Viníferas,TINTAS
Dolcetto,0.0,1984,Viníferas,TINTAS
Durif,0.0,1984,Viníferas,TINTAS
Egiodola,0.0,1984,Viníferas,TINTAS
Ekigaina,0.0,1984,Viníferas,TINTAS
Festival (Sugraone),0.0,1984,Viníferas,TINTAS
Franconia,0.0,1984,Viníferas,TINTAS
Freisa,0.0,1984,Viníferas,TINTAS
Gamay St Romain,519843.0,1984,Viníferas,TINTAS
Gamay Beaujolais,0.0,1984,Viníferas,TINTAS
Grand Noir,0.0,1984,Viníferas,TINTAS
Grenache,16473.0,1984,Viníferas,TINTAS
Jaen,0.0,1984,Viníferas,TINTAS
Lagrein,0.0,1984,Viníferas,TINTAS
Lambrusco,28317.0,1984,Viníferas,TINTAS
Malbec,22839.0,1984,Viníferas,TINTAS
Marzemina,231695.0,1984,Viníferas,TINTAS
Merlot,4939522.0,1984,Viníferas,TINTAS
Marselan,0.0,1984,Viníferas,TINTAS
Mistura de uvas viníferas tinto,0.0,1984,Viníferas,TINTAS
Molinera,0.0,1984,Viníferas,TINTAS
Montepulciano,0.0,1984,Viníferas,TINTAS
Moscato Bailey,0.0,1984,Viníferas,TINTAS
Napa Gamay,107495.0,1984,Viníferas,TINTAS
Nebbiolo,0.0,1984,Viníferas,TINTAS
Petit Verdot,0.0,1984,Viníferas,TINTAS
Petite Sirah,33693.0,1984,Viníferas,TINTAS
Pinotage,5861.0,1984,Viníferas,TINTAS
Pinot Noir,37268.0,1984,Viníferas,TINTAS
Pinot Saint George,0.0,1984,Viníferas,TINTAS
Piriquita,0.0,1984,Viníferas,TINTAS
Primitivo,0.0,1984,Viníferas,TINTAS
Rebo,0.0,1984,Viníferas,TINTAS
Refosco,0.0,1984,Viníferas,TINTAS
Rondinella,0.0,1984,Viníferas,TINTAS
Ruby Cabernet,204.0,1984,Viníferas,TINTAS
Sangiovese,173005.0,1984,Viníferas,TINTAS
Saperavi,0.0,1984,Viníferas,TINTAS
Sira (falsa),1176744.0,1984,Viníferas,TINTAS
Tannat,65320.0,1984,Viníferas,TINTAS
Tempranillo,0.0,1984,Viníferas,TINTAS
Teroldego,0.0,1984,Viníferas,TINTAS
Torrontes,0.0,1984,Viníferas,TINTAS
Tinta Barroca,0.0,1984,Viníferas,TINTAS
Tinta Roriz,0.0,1984,Viníferas,TINTAS
Touriga Francesa,0.0,1984,Viníferas,TINTAS
Touriga Nacional,0.0,1984,Viníferas,TINTAS
Tinta Madeira,0.0,1984,Viníferas,TINTAS
Tintoria,0.0,1984,Viníferas,TINTAS
Trincdeira,0.0,1984,Viníferas,TINTAS
Trousseau,0.0,1984,Viníferas,TINTAS
Zinfandel,0.0,1984,Viníferas,TINTAS
Outras1,0.0,1984,Viníferas,TINTAS
Aliatico,0.0,1984,Viníferas,BRANCAS E ROSADAS
Aligote,938.0,1984,Viníferas,BRANCAS E ROSADAS
Altesse,15903.0,1984,Viníferas,BRANCAS E ROSADAS
Alvarinho,0.0,1984,Viníferas,BRANCAS E ROSADAS
Arriloba,0.0,1984,Viníferas,BRANCAS E ROSADAS
Auxerrois,0.0,1984,Viníferas,BRANCAS E ROSADAS
Burger,0.0,1984,Viníferas,BRANCAS E ROSADAS
Chardonnay,17191.0,1984,Viníferas,BRANCAS E ROSADAS
Chasselas,48466.0,1984,Viníferas,BRANCAS E ROSADAS
Chenin Blanc,14678.0,1984,Viníferas,BRANCAS E ROSADAS
Clairette(1),11168.0,1984,Viníferas,BRANCAS E ROSADAS
Colombard,0.0,1984,Viníferas,BRANCAS E ROSADAS
Flora,28570.0,1984,Viníferas,BRANCAS E ROSADAS
Garganega,0.0,1984,Viníferas,BRANCAS E ROSADAS
Gewurztraminer,8573.0,1984,Viníferas,BRANCAS E ROSADAS
Gouveio,0.0,1984,Viníferas,BRANCAS E ROSADAS
Gros Manseng,0.0,1984,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),0.0,1984,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,1984,Viníferas,BRANCAS E ROSADAS
Malvasia,1886676.0,1984,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,0.0,1984,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,0.0,1984,Viníferas,BRANCAS E ROSADAS
Malvasia Chianti,0.0,1984,Viníferas,BRANCAS E ROSADAS
Malvasia Verde,0.0,1984,Viníferas,BRANCAS E ROSADAS
Malvasia di Candia,7318.0,1984,Viníferas,BRANCAS E ROSADAS
Malvasia Istriana,0.0,1984,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas branco,0.0,1984,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas rosado,0.0,1984,Viníferas,BRANCAS E ROSADAS
Moscato Branco,11156471.0,1984,Viníferas,BRANCAS E ROSADAS
Moscato Canelli,0.0,1984,Viníferas,BRANCAS E ROSADAS
Moscato Giallo,0.0,1984,Viníferas,BRANCAS E ROSADAS
Moscato Nazareno,0.0,1984,Viníferas,BRANCAS E ROSADAS
Moscato Bianco R2,0.0,1984,Viníferas,BRANCAS E ROSADAS
Moscato de Alexandria,0.0,1984,Viníferas,BRANCAS E ROSADAS
Moscato Rosado,0.0,1984,Viníferas,BRANCAS E ROSADAS
Muscat Ã Petits Grains,0.0,1984,Viníferas,BRANCAS E ROSADAS
Muller Thurgau,0.0,1984,Viníferas,BRANCAS E ROSADAS
Muscadelle,0.0,1984,Viníferas,BRANCAS E ROSADAS
Ora,0.0,1984,Viníferas,BRANCAS E ROSADAS
Palomino,19500.0,1984,Viníferas,BRANCAS E ROSADAS
Petit Manseng,0.0,1984,Viníferas,BRANCAS E ROSADAS
Peverella,1288629.0,1984,Viníferas,BRANCAS E ROSADAS
Pinot Blanc,15611.0,1984,Viníferas,BRANCAS E ROSADAS
Pinot Gris,0.0,1984,Viníferas,BRANCAS E ROSADAS
Prosecco,9327.0,1984,Viníferas,BRANCAS E ROSADAS
Red Veltliner,2440.0,1984,Viníferas,BRANCAS E ROSADAS
Riesling Italico,4557416.0,1984,Viníferas,BRANCAS E ROSADAS
Riesling Renano,5224.0,1984,Viníferas,BRANCAS E ROSADAS
Sauvignon Blanc(2),65207.0,1984,Viníferas,BRANCAS E ROSADAS
Sauvignon Gris,0.0,1984,Viníferas,BRANCAS E ROSADAS
Seara Nova,425.0,1984,Viníferas,BRANCAS E ROSADAS
